Country Name,Year,PM25,PrimarySchoolGross,LifeExpectancy,GDPperCap,ForestArea,EnergyUse,ExportofGnS,RenewableElectricty,WomenParliament,PopulationDensity,LivestockProduction
Central African Republic,2002,33.5016255789717,60.4311485290527,45.905,248.639290978403,36.6673087418537,,15.96270493648,99.7055706041691,7.3394495412844,6.43050659732255,70.39
Canada,2002,9.72810868247048,,77.16,24256.0192337185,38.7822795822695,7943.44588697183,40.0586585930818,59.9003535306548,20.5980066445183,3.497728426127,99.86
Central Europe and the Baltics,2002,23.1647439077109,102.622337341309,69.3576910609512,4941.34251407648,32.7669761324899,2488.20279463695,39.0797196031882,10.134313670296,16.1167512690355,96.9453892371877,100.0
Switzerland,2002,15.5090403870949,104.001480102539,77.8,42458.7384679187,30.4618750992981,3537.53750331779,48.5596411646909,56.3286708078235,23.0,184.325482117304,93.94
Channel Islands,2002,,,76.7,44459.7318188977,4.38383838383838,,,,,756.974747474747,
Chile,2002,27.5666336657884,101.286972045898,74.682,4430.84741157984,21.5171640225303,1612.43130205148,32.2572203545438,56.2753314556571,12.5,21.3278312164103,78.36
China,2002,50.9679256961335,,70.587,1163.55957673426,19.3564538990231,976.159336791292,22.3518233715808,17.6186164128829,21.7828418230563,136.383779609948,71.34
Cote d'Ivoire,2002,51.5663707184153,66.8685913085938,50.621,967.815864415991,15.3103018867925,374.217410519231,31.361161437556,32.6596146581035,8.52017937219731,58.6628018867925,70.35
Cameroon,2002,44.0134690694333,104.316276550293,52.761,789.623811072554,45.3937678492099,429.502648089236,22.9861583659013,96.4242424242424,8.88888888888889,33.2667555160669,66.53
"Congo, Dem. Rep.",2002,26.2596339717677,61.0335998535156,50.418,162.38052907429,62.8803952272777,276.777259129011,15.6713428067886,,,23.709456783044,92.5
"Congo, Rep.",2002,27.5563371013383,99.1403732299805,55.731,905.538135544704,64.9224011713031,239.240008598283,81.5164254833959,,,9.81192093704246,45.93
Colombia,2002,23.929353614622,121.778861999512,67.49,2428.92969771584,56.1964470482199,633.502528932254,14.8155696775272,79.1101047771266,12.0481927710843,36.3449121225777,72.17
Comoros,2002,12.0857902522832,102.248458862305,58.181,764.61349832543,21.9258463191832,,8.83617673117486,10.0368016058883,,300.334766254702,98.34
Cabo Verde,2002,45.2233549764447,115.544151306152,65.362,1328.57874270666,10.0049627791563,,32.5449567130458,3.16254120802369,11.1111111111111,115.892307692308,96.16
Costa Rica,2002,21.0286242452936,105.317329406738,75.404,4067.71851429092,56.0128476302389,749.371708338678,39.2245352070616,97.8013289036545,35.0877192982456,79.8218762240501,72.44
Caribbean small states,2002,24.1865437065094,96.4758224487305,66.0271680726441,6903.07418576198,90.8872386533018,,,9.11095198931332,16.3636363636364,10.0841093544309,100.0
Cuba,2002,20.7560611503545,104.042320251465,74.764,3005.21104247868,23.8217877620077,1037.52939903133,11.5270686652476,6.6577489012039,27.6206322795341,105.060795187518,74.25
Curacao,2002,,,70.274,16723.6925253468,,16514.1127118309,,6.20052310374891,,,
Cayman Islands,2002,,107.187782287598,72.041,,53.7,,,0.0,,177.141666666667,
Cyprus,2002,20.0359615757853,97.7734527587891,76.308,16093.2158203125,18.5991341991342,2193.91481710233,62.4053067776663,0.0,10.7142857142857,106.21645021645,123.38
Czechia,2002,21.1574850932414,106.005058288574,72.1,8101.26018588111,34.1828393943316,4201.38475973945,44.7797457982463,4.3892963797349,17.0,131.96474699107,123.95
Germany,2002,17.4251209663774,104.92115020752,75.4,25486.5942008748,32.5775382674999,4108.61729515583,31.1904504893495,8.38887051853266,32.1724709784411,236.451570830706,88.83
Djibouti,2002,41.3895884356727,,56.018,743.013270420348,0.241587575496117,,,0.0,0.0,34.3215703192407,128.6
Dominica,2002,19.4522425816776,111.388298034668,69.311,5488.02784969357,63.8266666666667,,,45.2401856264894,18.75,91.156,94.13
Denmark,2002,15.0817525522341,101.688171386719,74.7,33257.1622586509,14.36445,3536.23974586372,45.6653553506862,17.2805253646244,37.9888268156425,134.398275,103.81
Dominican Republic,2002,18.832373469996,117.968330383301,67.518,3065.60329524196,41.2461188159801,882.200793773631,30.724010155589,7.75874201191929,17.3333333333333,183.238149451459,81.54
Algeria,2002,27.867944303466,110.677276611328,70.505,1937.46411413019,0.691427275857146,911.440557642084,33.1371640975005,0.207609953703704,6.16966580976864,13.3309408247752,60.19
East Asia & Pacific (excluding high income),2002,44.4806618446651,110.154830932617,68.8489172343764,1113.99915249896,29.1175525361883,884.225216349308,31.4900320211357,18.3874963282471,18.2136602451839,115.979292636256,100.0
Early-demographic dividend,2002,48.036346042697,96.843391418457,63.340974604345,1251.30296598532,24.1854148059714,679.471653322007,25.3349010103391,19.7682094479547,11.0885504794134,78.3909683143576,100.0
East Asia & Pacific,2002,41.401094794563,109.465171813965,69.720265836818,3813.81685560294,26.1855811477176,1249.12695234508,24.7243156136505,13.6581316706408,17.2167587228883,85.3339979051621,99.4422575276068
Europe & Central Asia (excluding high income),2002,24.4930421166867,105.925918579102,65.4036451360097,1771.9219856658,10.0571502920476,1747.49075714747,31.3097780825537,20.2724602529232,,37.9569308172028,100.0
Europe & Central Asia,2002,20.1265167406537,105.540267944336,69.6820897180777,12849.7232593553,37.9619082319171,3221.93881128999,33.5765838702497,18.591827525233,18.3352674332735,31.7547133722856,97.9023331585421
Ecuador,2002,43.0813974104958,108.658729553223,70.113,2059.1585535974,54.7191093573844,709.305743944436,25.7144168795696,63.2875767516191,,52.9009180222258,67.79
"Egypt, Arab Rep.",2002,60.3326484423888,88.993049621582,65.501,1116.82884626213,0.0607725149429906,636.526193894253,18.3161784111903,15.0305976006279,2.42290748898678,76.587610628359,77.78
Euro area,2002,18.3807665830138,103.353088378906,75.5490625337561,22047.2795660791,36.741664286821,3737.27049855719,34.3618522688253,14.3605241067357,19.1334894613583,120.08712249395,100.0
Eritrea,2002,42.3748453519965,101.331848144531,57.229,304.775756465092,11.0112871287129,299.832707809687,11.7811808402808,0.0,22.0,23.6928514851485,75.02
Spain,2002,15.5644729498625,105.450859069824,76.3,17111.0685058941,34.8353077909586,3095.99686843763,26.5642672698948,15.6014876444677,28.2857142857143,83.0225192369349,92.97
Estonia,2002,10.8659889979478,105.472816467285,65.1,5343.18310760735,53.2747346072187,3375.56515275032,57.939021497648,0.351823619092295,17.8217821782178,32.5395140363293,85.58
Ethiopia,2002,27.5334972430797,59.6043586730957,51.255,109.593813612988,18.3825,366.758089028477,,,7.6782449725777,71.635517,75.32
European Union,2002,19.2546866313999,103.241790771484,74.3458115983063,18797.8116316074,38.2433911896923,3509.85008081957,34.9381903409223,15.3451871948698,20.2830922382952,107.880681159712,100.0
Fragile and conflict affected situations,2002,41.8628351546667,79.9070892333984,54.3283252534973,684.998396992158,27.2824335830943,715.109951651093,35.8801403679659,26.3579431291916,9.7306479009949,36.5653107269578,92.8117861486863
Finland,2002,7.82803108552653,99.6447677612305,74.9,26989.389260959,73.5576085885945,6722.82613567459,39.1471301535974,26.4557000867187,36.5,17.0740930431071,99.59
Fiji,2002,13.0520184992211,100.668678283691,63.362,2136.56794118683,55.8195949644225,,,73.3307266210492,5.71428571428571,46.9649151614669,95.42
France,2002,15.6420884990136,100.249298095703,75.7,24144.5727019529,28.7859727247426,4220.32024855816,28.7307017592768,12.456687350084,12.1317157712305,114.6899378421,105.22
Faroe Islands,2002,,,76.3,26937.6505602847,0.0573065902578797,,49.0637262206328,40.3903778924588,,33.9075931232092,48.55
"Micronesia, Fed. Sts.",2002,13.0165108072134,,61.218,2113.45987332485,91.3057142857143,,18.5142845575649,4.18293363078639,0.0,160.64,94.04
Gabon,2002,27.7007178410938,135.686462402344,60.687,3966.48001864663,91.9388442581597,1417.03968600606,52.6088996947807,83.417004048583,9.2436974789916,5.22037877905849,85.54
United Kingdom,2002,15.5139600251641,100.692199707031,75.9,30158.7017807858,12.296945397429,3716.62337347063,24.4315052325124,3.55820331262298,17.9059180576631,245.40354234696,91.64
Georgia,2002,15.3404190761104,112.332733154297,66.542,853.526171868939,39.904446682976,639.469430603328,29.229275751073,92.4831197464517,7.23404255319149,69.6055670247384,143.88
Ghana,2002,58.5079990125567,78.8475799560547,57.459,297.46164468774,38.0920893029797,303.745365125789,42.6162518930867,69.4280214491957,9.0,91.1021710468489,60.5
Gibraltar,2002,,,78.766,,0.0,4773.31348870741,,0.0,,2783.1,
Guinea,2002,45.7195532636765,69.4354019165039,52.658,495.916073559269,27.9057463779912,,18.1594392886496,58.6206896551724,,35.3006104509197,46.89
"Gambia, The",2002,58.2026128263293,69.3324279785156,55.934,376.531026962584,34.1762845849802,,27.1573845831505,0.116562466885663,5.66037735849057,151.748122529644,78.52
Guinea-Bissau,2002,52.8942507824626,,49.461,362.034574570354,75.8175675675676,,11.4555665661405,0.0,7.84313725490196,45.8501778093883,70.18
Equatorial Guinea,2002,34.2165652476179,78.566780090332,52.992,2264.21065580365,92.6511942959002,450.928237072084,,5.36842105263158,5.0,28.4476648841355,102.27
Greece,2002,23.8019671660229,93.6346282958984,76.3,13782.195640943,28.398326609775,2603.6056227148,20.3831024226226,7.76461324348081,8.66666666666667,84.5773622963538,111.16
Grenada,2002,23.2305265205835,108.388946533203,70.462,4984.47405931447,52.0588235294118,,,0.0,26.6666666666667,318.835294117647,88.29
Greenland,2002,6.81087892443937,,64.08,20657.9506323097,0.0005359970763795,,,54.1683389713893,,0.137885247898648,
Guatemala,2002,35.1317690659313,102.802780151367,64.692,1669.33517469705,38.371407241508,691.770542221836,26.7262767971618,41.0421686746988,8.84955752212389,114.286254199328,51.44
Guam,2002,8.93951765792708,,72.875,20909.9590302806,44.4444444444444,,21.2728344136712,0.0,,300.583333333333,
Guyana,2002,26.7373174249219,,61.189,950.866932470993,94.2613055626111,,92.3031854232478,5.15128103401474,20.0,3.87935991871984,57.58
High income,2002,17.4920508051657,103.362861633301,73.2345905545355,22929.756695357,35.648425347281,4884.79790758695,22.584829131803,15.3385107356289,18.3189053337057,24.4018327088701,97.4976139166762
"Hong Kong SAR, China",2002,,101.921310424805,78.54,24665.8362318216,,1934.25829611026,132.076763164041,0.0,,6422.95238095238,96.13
Honduras,2002,30.2462334556727,,66.631,1132.49965345317,60.2172669586201,488.702609745866,52.730582054494,39.2583212735166,5.46875,62.015005809277,76.23
Heavily indebted poor countries (HIPC),2002,38.879838992536,79.1901321411133,52.6776785787225,374.531772057964,32.1786273282028,358.119442230013,21.1453820519037,71.2407734388328,13.515298261061,29.330401041227,92.7829131441346
Croatia,2002,23.4705060596986,100.782028198242,71.21,6219.58164143945,33.8388896837888,2081.90027621886,35.8915467723184,46.3388662699655,20.5298013245033,76.9454499928459,67.51
Haiti,2002,19.9490167998644,,57.212,720.969568042522,13.7952104499274,361.247287034171,6.28442947052392,47.5319926873857,3.6144578313253,312.323693759071,94.09
Hungary,2002,21.1522211901366,101.256103515625,68.3,6658.04494326809,21.7162910064718,2520.39755573852,58.0673383688733,0.655474735182676,9.06735751295337,113.352019638474,122.21
IBRD only,2002,44.3050916785892,106.081069946289,66.4818843245981,1487.7220754011,34.3261650330107,1016.60872680136,26.8554344140818,22.9350914860503,14.6629849900878,57.6912523622848,100.0
IDA & IBRD total,2002,44.424749478703,99.0853500366211,64.1405790761195,1256.62539530548,33.4453069644641,881.998441809477,26.3838258187421,23.9173309238949,13.2671238977465,56.4459826740064,93.5370246249547
IDA total,2002,44.8353861793502,83.5418930053711,56.0519415026062,465.333742769282,30.6955831694084,373.891756671103,23.9139092496674,40.7486270021035,10.9003601440576,52.5586961571558,92.8506934020557
IDA blend,2002,52.5520707205706,81.5835037231445,55.3797741723904,644.972024005813,32.3229833882384,465.607855032395,,28.4867216778457,10.3116406966086,84.7083095999817,100.0
Indonesia,2002,25.5291686460049,110.116897583008,65.229,881.002913569131,53.7708752880796,606.322305750967,32.6876208878375,19.4262454143064,8.0,118.288280970792,62.92
IDA only,2002,40.6939987174877,84.1138916015625,56.4174157850533,369.569993774013,30.2462574115608,318.611841661969,25.1213542300255,53.6972505988382,11.1093038386467,43.6821768734784,92.7977495534643
Isle of Man,2002,,,73.582,24471.0798814847,6.07017543859649,,,,,135.570175438596,
India,2002,62.3725221530569,97.4474563598633,62.515,469.149928973927,22.8616401911751,397.344252941148,14.2643839243147,12.8005809834912,8.83977900552486,369.165905979773,53.02
Not classified,2002,,,,,,,,,,,
Ireland,2002,12.3040622950093,102.821228027344,75.0,32705.4345565698,9.41158368413413,3663.16912074715,90.449466813067,6.8806793381215,13.2530120481928,57.075729423719,89.33
"Iran, Islamic Rep.",2002,35.8809603381931,103.43717956543,68.835,1891.25756091033,5.89339374739065,2029.89444244191,24.4139021536457,5.7274119123057,4.13793103448276,41.7565000368378,77.64
Iraq,2002,42.2186306413067,,63.114,1266.15961275094,1.87347097423234,1092.98165469695,70.5700515170938,1.91654608274518,7.6,59.4612319089101,119.73
Iceland,2002,7.31543238709725,98.8905715942383,78.6,32749.379004627,0.327162094763092,11168.371424924,35.1463090802713,99.9287072243346,34.9206349206349,2.86805985037406,80.27
Israel,2002,25.1412265502932,97.0616989135742,77.5,19076.4584298321,7.07948243992606,2862.54444096904,30.8726038348007,0.0703296703296703,14.1666666666667,303.604436229205,73.19
Italy,2002,25.2571678268558,102.743858337402,77.4,22451.3964379368,28.7470089747665,3035.91851152815,24.3126948188163,19.6507978238618,9.84126984126984,193.054951000615,114.18
Jamaica,2002,15.9120130856462,91.628547668457,69.529,3680.64551727724,48.7987072945522,1290.94473517758,,2.00432650706663,,243.820129270545,88.85
Jordan,2002,25.673619164606,93.9076538085938,70.501,1706.26744384401,1.10494106980961,900.964957727455,47.4212540476891,0.750122970978849,1.25,63.6453535811423,57.96
Japan,2002,12.9394908862862,,78.32,32820.7936433254,68.2962962962963,3992.91998129661,10.8554456072287,9.85338824915103,7.29166666666667,349.643347050754,92.38
Kazakhstan,2002,16.4825220143121,100.211357116699,58.793,1573.55219932325,1.16382431381265,2538.1420196136,46.9906407561754,15.2377361077783,10.3896103896104,5.79941363855243,69.91
Kenya,2002,20.2950452058061,89.2491912841797,55.841,402.936385605382,6.8387742910356,445.351766080328,24.8979726147002,70.3272688356164,3.57142857142857,57.3317777699687,71.77
Kyrgyz Republic,2002,22.7582935832493,93.4230804443359,64.4,321.726775366804,6.20779979144943,485.300857386353,39.5813541240971,90.4797852709277,10.0,26.020354535975,84.26
Cambodia,2002,30.0191592913356,123.66854095459,59.007,350.147276634294,60.8579537729436,272.095279032918,54.188950476339,4.06043956043956,7.37704918032787,72.8259743938364,96.37
Kiribati,2002,12.197168744791,105.259788513184,63.355,810.10870037444,1.45679012345679,,19.0714163179977,0.774102744546094,4.76190476190476,113.906172839506,72.81
St. Kitts and Nevis,2002,8.47461571465912,106.870231628418,67.14,10453.6587064313,42.3076923076923,,,0.0,13.3333333333333,177.0,201.26
"Korea, Rep.",2002,25.1965130774737,98.9580383300781,73.4,13642.9424537101,66.7238351069325,4093.47640135718,28.869081069037,1.68491069545361,5.86080586080586,492.248538072115,76.44
Kuwait,2002,61.7771352874504,100.232528686523,74.597,18512.7523035862,0.287878787878788,9710.55321576442,44.6160483175151,0.0,0.0,115.59898989899,38.86
Latin America & Caribbean (excluding high income),2002,25.0745331159521,116.192909240723,68.1707535797824,3658.15950641339,50.906812454691,1078.1014322393,19.6307172329121,58.3593943877021,16.5201005025126,26.5871177699417,100.0
Lao PDR,2002,28.8952739905149,105.233688354492,57.532,313.350817148131,75.0784228769497,308.964836465676,28.7525146642775,96.5371809100999,22.9357798165138,24.3106109185442,82.79
Lebanon,2002,18.108623271323,85.5243682861328,72.84,4290.85283803266,13.4911045943304,1175.25346522376,16.0986422831809,5.86417510165239,2.34375,436.315151515152,99.96
Liberia,2002,41.3532145582214,,52.602,299.536445539621,84.7396179401993,,,26.2692226669475,7.8125,32.1302117940199,64.51
Libya,2002,37.6270729377772,110.523216247559,69.064,3718.29434696755,0.123327687918433,3089.63282765671,44.7677994771644,0.0,,3.13059663321095,99.14
St. Lucia,2002,22.307384781651,104.274787902832,68.746,5567.89428424719,34.3639344262295,,,0.0,11.1111111111111,264.985245901639,89.16
Latin America & Caribbean,2002,24.7468824804345,114.836166381836,68.521538745536,3839.19615833069,50.1044185284893,1187.34971005353,23.0970653867556,57.5129663614474,16.1181653278051,26.6736175172998,97.6637047021613
Least developed countries: UN classification,2002,41.0050936177964,83.5286102294922,55.1209357663286,337.91579001411,32.0410070054354,294.217818062946,20.6623448387947,58.963448036798,12.1592039800995,39.9351323751124,92.7896157953666
Low income,2002,39.8645941548597,76.5279083251953,53.4504993594703,358.708085875866,25.722605673787,406.773671002137,24.5412350662471,47.4127371219369,,30.7351452873754,92.7697926909605
Liechtenstein,2002,,,77.1,79795.1785891101,41.87375,,,,12.0,210.5875,
Sri Lanka,2002,26.7206615825844,100.614151000977,68.314,834.936014905338,34.3463562430234,413.944440993586,34.9133301978336,38.1806123888811,4.44444444444444,315.830840376336,63.11
Lower middle income,2002,53.6810784487077,93.9717407226562,61.1043213952873,573.648227115116,31.7710569020965,406.660701015073,21.4154762961767,21.7644689212805,10.9652720809407,118.312630487371,100.0
Low & middle income,2002,45.8662294678417,99.028938293457,64.3193704809974,1168.21008818899,29.8324665532005,755.171913374682,25.3904427812616,24.251205091321,13.8270774258663,67.6620322628707,93.4606687932636
Lesotho,2002,22.7786136777816,116.67520904541,43.839,388.92334985135,1.13702239789196,,,99.9047833821945,,65.7008893280632,94.02
Late-demographic dividend,2002,40.4285377054436,112.10669708252,68.9476724350096,1814.54824372473,39.5244156587177,1311.72213895983,32.6282639214347,24.8777639626775,15.6899810964083,46.6640057376622,99.0286498361418
Lithuania,2002,16.4295435196153,103.104148864746,66.2,4148.13091485015,32.7058072750479,2578.77097536015,47.3290677050394,4.42977258619717,10.6382978723404,54.9308710912572,95.01
Luxembourg,2002,13.9364482552271,99.7913970947266,74.6,53005.7339209179,33.8323376552753,8205.47469644344,136.361720123078,28.1360194699838,16.6666666666667,173.30818890175,85.73
Latvia,2002,20.5080341220557,104.02027130127,65.4,4003.60935783538,52.504925514648,1763.47087642626,37.7563642169877,62.5116981132076,18.0,37.1249296928986,75.96
"Macao SAR, China",2002,,106.838760375977,78.8,16814.9926424134,,,93.2640999662276,,,16237.037037037,157.99
St. Martin (French part),2002,,,73.783,,,,,0.0,,,
Morocco,2002,26.3732332307781,103.363227844238,65.953,1596.02062988281,12.413502128613,406.634838346005,25.9443798115524,6.86012471283229,10.7692307692308,65.4226798117858,61.81
Monaco,2002,15.802608042802,,79.197,90051.4459877468,0.0,,,,22.2222222222222,15995.066600888,
Moldova,2002,26.3369851224783,,63.783,570.799866188293,10.6575425790754,1063.47434041597,52.4638965185895,6.50785430692215,12.8712871287129,101.381934046035,98.88
Madagascar,2002,12.2058972037035,96.6876831054688,58.022,304.941777398445,22.2459882381264,235.904702374408,21.8155744053565,68.1406844106464,,30.1783419885133,81.66
Maldives,2002,16.4279489085745,121.841133117676,71.301,3076.07007160101,2.73333333333333,,,0.0,6.0,972.053333333333,98.94
"Middle East, North Africa, Afghanistan & Pakistan",2002,47.6385901373556,85.4851226806641,65.3776711948788,2092.42427637017,2.12534531391311,1245.11886211378,34.6266604231249,6.32913505194934,7.44617224880383,40.9659534553527,100.0
Mexico,2002,28.3754133915972,109.220031738281,70.805,7983.03398381759,35.0285460016976,1556.55451556538,21.8517619236376,15.0462375298436,16.0,52.2382900794774,77.29
Marshall Islands,2002,11.864311787664,117.119171142578,61.596,2566.06708799222,52.2222222222222,,27.33047893301,0.0626487908783361,3.03030303030303,285.694444444444,
Middle income,2002,46.3093431846233,102.053298950195,65.1043899913944,1228.47350986789,30.5651818512282,774.72058754863,25.4463833840369,23.8601313504404,13.6676101900526,74.245441236886,100.0
North Macedonia,2002,38.3051379529426,99.6265335083008,70.6,1989.13537265159,37.6769956744003,1251.05324515581,26.3008496370576,12.4281727138401,17.5,79.4399134880063,81.31
Mali,2002,64.3025189380275,61.1667289733887,51.503,378.191678628285,10.896663634352,,22.5824977513013,53.7107835017393,10.2040816326531,10.0706037584311,84.97
Malta,2002,17.1607690400214,105.043991088867,76.3,11251.2025296416,1.09375,1851.86412884869,82.5178197289176,0.0,9.23076923076923,1237.403125,138.92
Myanmar,2002,40.1768875885917,99.8293304443359,57.961,146.598390364449,52.3038957064602,280.52424238022,,44.2444751381215,,70.7418872601524,22.82
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",2002,47.4900973306885,,64.6840717916219,1168.28204981285,2.52647736923925,825.921688605367,27.2657844173973,10.5335295521507,7.40013097576949,48.0319970597146,100.0
Montenegro,2002,25.9162935734152,,70.954,2106.6350684523,,,35.3561171254814,,,,
Mongolia,2002,21.2157465725794,102.581352233887,60.75,570.249213248399,9.20740675053234,1025.68016205691,50.7266159784407,0.174164524421594,10.5263157894737,1.58263236912359,57.33
Northern Mariana Islands,2002,9.04988367421985,,74.264,19227.8894246608,68.7652173913043,,91.0436137071651,,,145.169565217391,
Mozambique,2002,20.0136498073847,83.0477981567383,49.423,313.886661721198,51.8131539459295,409.455047101302,21.4699466720227,99.6997018204645,30.0,24.1083674559373,73.63
Mauritania,2002,80.6329327897663,81.0384368896484,60.322,648.879643934862,0.398525274085573,,24.7736084028423,0.0,,2.65708256524692,78.68
Mauritius,2002,10.0484613474665,102.728149414062,68.6,4073.06053055903,20.3064039408867,873.221713167187,60.7898676078676,27.5861538461538,5.71428571428571,593.409359605911,73.61
Malawi,2002,22.9554559880107,140.272842407227,46.598,428.210439838398,31.7957148918116,,,93.2813792432327,9.32642487046632,126.012303775986,26.12
Malaysia,2002,23.2129752557118,92.926628112793,71.003,4184.03163773539,59.4813879166033,2154.46190610282,108.305302795051,8.06362375250845,10.3626943005181,73.3601491401613,53.34
North America,2002,12.1686016468466,99.8392486572266,74.6704498728599,36652.0186585008,35.9827618316504,7850.58535716738,11.156177605421,15.7627520075928,16.5760869565218,17.6000776497052,99.351808185034
Namibia,2002,20.2505892694706,111.884033203125,50.196,1772.07565537493,9.6163747889565,601.673737595586,46.1689000685777,,25.0,2.29563094413876,110.28
New Caledonia,2002,,,71.384,16104.5520406819,45.84704595186,,18.0560436990616,18.8040881186195,,12.7043763676149,93.06
Niger,2002,87.6704571380728,39.0056304931641,50.293,225.294391147438,1.02886239835794,127.275972111665,11.9188080478994,0.523560209424084,1.20481927710843,9.74906765611431,67.06
Nigeria,2002,63.7295341048324,93.6976165771484,47.501,712.164852077686,26.9732512050243,283.671578478059,,29.3003569140661,3.41880341880342,146.548512796864,85.71
Nicaragua,2002,25.1714026036055,114.217742919922,64.871,1014.3339042591,42.8542961608775,492.648077421619,18.8471358845682,24.6095419847328,20.6521739130435,42.7946568057171,50.57
Netherlands,2002,18.4175601180365,106.958320617676,76.0,29446.5330872868,10.7315165876777,4804.57738217673,60.1048715353519,4.14185099134204,34.0,478.345053317536,85.87
Norway,2002,9.77123127954717,99.3154602050781,76.5,43170.557174499,33.1581080045121,5502.08929908871,40.4688823606507,99.5886461879806,36.3636363636364,12.4250062971603,90.65
Nepal,2002,58.7692779115223,110.702140808105,61.477,238.89140296106,40.579100104639,334.357159841879,17.7371295242283,98.4416195856874,5.85365853658537,176.693275200558,67.09
Nauru,2002,6.37205955758428,97.8138732910156,57.139,2084.64824520971,0.0,,,0.0,0.0,504.1,94.62
New Zealand,2002,6.7529232983427,99.5061492919922,76.7,16874.1874918196,37.4082868102237,4326.22295420317,32.8470717038637,69.7773194863863,29.1666666666667,14.9956325244009,78.56
OECD members,2002,17.6363789555696,103.699699401855,74.3607123022813,23479.8118974849,32.4352908408332,4389.42325202588,20.357880875882,16.0715637568251,19.2410190811214,34.3584288622996,100.0
Oman,2002,46.942912732487,92.9911499023438,72.384,9869.13050219438,0.0096930533117932,3469.43506166397,51.0785120705402,0.0,,7.5513408723748,44.94
Other small states,2002,20.4683998908443,102.798301696777,64.1784829800591,5142.08694078179,27.1776936248432,,57.5999248354717,37.0188734024552,13.4185303514377,38.6549284763615,100.0
Pakistan,2002,59.3494608897258,62.9242095947266,61.557,599.937345723927,5.74376556662516,404.292241530291,11.2629668954049,28.9369650216633,21.0526315789474,211.735353102947,56.33
Panama,2002,18.7165070963527,108.213760375977,71.142,4090.58616456082,59.4472693032015,790.860132882429,62.829057458876,67.4086529378424,9.85915492957746,42.0950228679042,66.8
Peru,2002,69.2123801848445,115.819259643555,68.977,2007.37019626753,58.631425,478.085367689992,17.2748078529874,82.7983896647409,18.3333333333333,21.31891953125,52.52
Philippines,2002,31.05570387518,102.620742797852,64.313,1014.90879320106,24.198785927491,451.284468681461,40.0056799440289,35.6985165163926,17.7570093457944,278.59573062347,69.39
Palau,2002,7.17375102221071,,61.607,8340.18981304558,86.4695652173913,,,0.0097418412079883,0.0,42.3978260869565,
Papua New Guinea,2002,17.2763506725535,59.6682815551758,59.871,506.331789534482,80.064810537473,,60.9158105615375,41.3528170472217,,13.0813121052864,76.42
Poland,2002,26.5398574522192,100.300102233887,70.4,5223.45178967082,29.7528486075288,2312.5947846893,28.6233983013403,3.04872125778832,20.2173913043478,124.81753893369,86.31
Pre-demographic dividend,2002,44.0628493993167,84.1513137817383,51.4618703786832,523.615860228603,31.2335969107044,378.834560165562,28.851652680434,45.8617858962482,12.8239801667794,33.5065579014446,92.7866466815617
Puerto Rico (US),2002,7.14598117536716,,73.072,18731.4593897378,49.7869222096956,,65.8614840101363,0.496211318709626,,431.082412626832,147.35
"Korea, Dem. People's Rep.",2002,40.8996135578837,,57.577,,53.2533012208288,817.139377772628,,53.7017091423948,20.0873362445415,198.853691553858,93.21
Portugal,2002,13.6900462729622,115.040893554688,73.7,12936.6928204482,35.7945355191257,2477.60275830907,27.0733622325977,22.1007656104279,19.1304347826087,113.87574863388,104.83
Paraguay,2002,13.2274142700835,119.554328918457,68.323,1367.76506935997,56.1473999496602,740.239930868724,47.4750765387374,99.9830332697254,2.5,13.242708280896,56.48
West Bank and Gaza,2002,26.5135715932111,97.2542495727539,68.936,1156.21747345769,1.53720930232558,,13.437201192418,0.0,,510.859302325581,142.72
Pacific island small states,2002,12.9641891238656,101.98998260498,64.5649913947752,1695.01149741751,66.8664485981308,,,45.9501834102473,3.19767441860465,32.6366510903427,100.0
Post-demographic dividend,2002,16.1282702340203,102.05859375,74.7947285733173,26484.3378337689,31.6643362771865,5003.69798386624,21.0884832880414,15.313175757661,20.129270544783,32.8954365361495,100.0
French Polynesia,2002,,,77.091,16004.0583292112,42.8498991645059,,,20.4052955915216,,71.3843272832037,79.81
Qatar,2002,92.3707032121313,95.1474914550781,75.156,27226.6593510117,0.0,19201.3018874398,60.3427728278758,0.0,,61.2579672695952,67.48
Romania,2002,20.8397542766711,105.530220031738,67.4,2119.85509684554,27.823552442685,1755.33108643191,24.0130293587441,29.3196682377873,10.7246376811594,94.5338495671466,107.41
Russian Federation,2002,18.6102424999805,122.04638671875,58.68,2377.52954101563,49.4746894866839,4289.43957286052,35.2125940630626,18.5349837594036,7.57238307349666,8.87046146313948,79.97
Rwanda,2002,30.8879447825411,123.550239562988,49.912,234.043016755733,11.4552087555736,407.829159505775,6.18067969706938,58.1988304093567,25.6756756756757,340.501824077827,44.01
South Asia,2002,60.8191997394526,97.6312637329102,62.6086148676433,462.898836496672,24.028363138599,369.324722598924,14.8815108922509,13.4746610361895,6.31364562118126,382.915998710263,100.0
Saudi Arabia,2002,57.0600844288156,,71.907,10586.0543471363,0.454484134921779,6826.99573187577,40.94880327191,0.0004303776034317,,8.33185715149626,68.71
Sudan,2002,56.688232075569,55.170108795166,56.63,506.262634277344,,517.547585761207,11.4095829536873,45.4904623343033,9.72222222222222,,
Senegal,2002,64.7531897425132,71.6134872436523,57.199,669.430447319209,45.5833376616631,249.886211773534,19.6168800518197,0.723581213307241,19.1666666666667,54.3614709395938,53.35
